tokenized,sentiment,sentiment_nb,sentiment_svm,sentiment_vader,sentiment_textblob
"['work', 'perfectly', 'far']",positive,positive,positive,positive,positive
"['iphone', 'come', 'quickly', 'everything', 'work', 'super', 'easy']",positive,positive,positive,positive,positive
"['i', '’', 'm', 'happy', 'phone', 'arrive', 'earlier', 'expect', 'package', 'nicely', 'would', 'definitely', 'recommend', 'get', 'high', 'value', 'phone', 'amazon', 'thank']",positive,positive,positive,positive,positive
"['phone', 'work', 'wonderfully', 'advice', 'buy', 'lightning', 'charger', 'one', 'come', 'charge', 'slowly']",positive,positive,positive,positive,negative
"['appear', 'brand', 'new', 'battery', 'health', 'tip', 'verizon', 'user', 'like', 'don', '’', 't', 'waste', 'hour', 'like', 'migrate', 'data', 'new', 'iphone', 'update', 'io', 'wifi', 'use', 'verizon', 'app', 'cellular', 'activation', 'use', 'verizon', 'website', 'doesn', '’', 't', 'work', 'new', 'activation', 'like', 'wasted', 'hour', 'website', 'phone', 'customer', 'service', 'rep', 'finally', 'load', 'app', 'recognize', 'device', 'activate', 'easily', 'would', 'purchase']",positive,positive,positive,positive,positive
"['try', 'save', 'knuckle', 'speak', 'decide', 'buy', 'wife', 'refurbish', 'phone', 'amazon', 'giftbig', 'mistakethe', 'phone', 'receive', 'immediately', 'start', 'problem', 'charge', 'think', 'almost', 'day', 'get', 'plug', 'unfortunately', 'buy', 'cheap', 'phone', 'try', 'save', 'knuckle', 'end', 'heat', 'conservation', 'finally', 'decide', 'returnedthe', 'good', 'news', 'service', 'recieved', 'tigerphones', 'prompt', 'say', 'go', 'includingreturning', 'entire', 'cost', 'phone', 'quickly', 'impress', 'company', 'buy', 'phone', 'phonethank', 'much', 'excellent', 'service', 'prop', 'attention']",neutral,neutral,neutral,positive,positive
"['perfect', 'scratch', 'like', 'new', 'extremely', 'satisfied']",positive,positive,positive,positive,positive
"['order', 'iphone', 'premium', 'gift', 'arrive', 'early', 'gem', 'phone', 'look', 'brand', 'new', 'box', 'set', 'battery', 'health', 'come', 'iphone', 'cord', 'charge', 'couldn', '’', 't', 'happier…']",positive,positive,positive,positive,positive
"['really', 'shocked', 'get', 'product', 'thought', 'renew', 'premium', 'look', 'exactly', 'like', 'new', 'phone', 'everything', 'perfect', 'like', 'battery', 'camera', 'storage', 'good', 'overall', 'think', 'make', 'good', 'deal']",positive,positive,positive,positive,positive
"['product', 'unique', 'este', 'renovate', 'esta', 'en', 'muy', 'buenos', 'condition', 'solo', 'un', 'poqueño', 'detalle', 'en', 'la', 'carcass', 'pero', 'de', 'rest', 'function', 'al']",positive,neutral,positive,neutral,neutral
"['love', 'guy']",positive,positive,positive,positive,positive
"['legó', 'con', 'un', 'poco', 'de', 'muere', 'del', 'dueño', 'anterior', 'pero', 'por', 'lo', 'demás', 'bien…', 'function', 'bien']",positive,neutral,positive,neutral,neutral
"['bought', 'use', 'iphone', 'son', 'ma', 'wouldn', '’', 't', 'accept', 'decide', 'upgrade', 'mine', 'always', 'hat', 'iphone', 'bad', 'picture', 'quality', 'activate', 'it', '’', 's', 'amaze', 'believe', 'brand', 'new', 'never', 'use', 'due', 'update', 'take', 'long', 'i', '’', 'm', 'happy', 'keep', 'work', 'perfectly', 'brand', 'new', 'shape']",positive,positive,positive,positive,positive
"['phone', 'great', 'condition', 'battery', 'capacity', 'far', 'don', '’', 't', 'see', 'issue', 'everything', 'transfer', 'old', 'phone', 'new', 'one', 'work', 'well']",positive,positive,positive,positive,positive
"['work', 'properly', 'small', 'detail']",positive,positive,positive,neutral,negative
['perfect'],positive,positive,positive,positive,positive
"['get', 'phone', 'u', 'att', 'cell', 'number', 'register', 'it…and', 'past', 'two', 'day', 'i', '’', 've', 'unable', 'transfer', 'add', 'sim', 'phone', 'bring', 'local', 'network', 'provider', 'today', 'unable', 'activate', 'connect', 'new', 'semi', 'find', 'way', 'return', 'amazon', 'live', 'outside', 'u', 'highly', 'inconvenient', 'fear', 'may', 'happen', 'try', 'purchase', 'another', 'one', 'i', '’', 'm', 'think', 'phone', 'must', 'lockedupdated', 'take', 'phone', 'phone', 'expert', 'two', 'separate', 'day', 'confirm', 'phone', 'intact', 'unlock', 'still', 'can', 'not', 'identify', 'prevented', 'phone', 'accept', 'new', 'sims', 'i', '’', 've', 'since', 'gotten', 'new', 'sims', 'attach', 'return', 'phone', 'ultimately', 'still', 'leave', 'edge', 'make', 'anxious', 'bit', 'longer', 'necessary', 'phone', 'work', 'well']",positive,positive,positive,positive,negative
"['good', 'far', 'good', 'price', 'fast', 'delivery']",positive,positive,positive,positive,positive
"['prison', 'crack', 'scratch', 'official', 'iphone', 'able', 'turn', 'set', 'upconscould', 'connect', 'phone', 'get', 'service', 'trust', 'say', 'try', 'loyal', 'straight', 'talk', 'customer', 'get', 'unlocked', 'phone', 'immediately', 'try', 'switch', 'current', 'service', 'sim', 'try', 'transfer', 'nearby', 'phone', 'tell', 'service', 'invalid', 'transfer', 'sim', 'weird', 'worry', 'go', 'straight', 'talk', 'site', 'try', 'set', 'new', 'service', 'tell', 'mei', 'mei', 'invalid', 'call', 'straight', 'talk', 'test', 'say', 'invalid', 'keep', 'ask', 'sure', 'hour', 'try', 'straight', 'talk', 'decide', 'try', 'mint', 'mobile', 'enter', 'mei', 'say', 'compatible', 'buy', 'plan', 'start', 'process', 'add', 'sim', 'tell', 'unable', 'activate', 'sim', 'try', 'hour', 'troubleshoot', 'problem', 'mint', 'mobile', 'customer', 'service', 'even', 'order', 'replacement', 'sim', 'restart', 'process', 'tell', 'unable', 'activate', 'sim', 'try', 'search', 'problem', 'come', 'nothing', 'point', 'waste', 'lot', 'time', 'try', 'set', 'lead', 'nowhere', 'get', 'phone', 'return', 'hopefully', 'receive', 'refund', 'soonconclusionif', 'want', 'take', 'chance', 'go', 'there', '’', 's', 'review', 'state', 'phone', 'work', 'can', '’', 't', 'say', 'sure', 'whether', 'prepaid', 'plan', 'issue', 'apple', 'issue', 'amazon', 'issue', 'know', 'couldn', '’', 't', 'get', 'need', 'phone', 'i', '’', 'm', 'keep', 'review', 'star', 'although', 'return', 'give', 'lot', 'trouble', 'everything', 'else', 'delivery', 'state', 'phone', 'perfect', 'wish', 'good', 'luck', 'order']",neutral,neutral,neutral,positive,positive
"['get', 'mom', 'buying', 'different', 'renew', 'iphone', 'bow', 'screen', 'try', 'many', 'screen', 'protector', 'none', 'would', 'fit', 'properly', 'bad', 'charge', 'port', 'amazon', 'premium', 'renew', 'option', 'definitely', 'way', 'go', 'screen', 'flawless', 'scratch', 'anything', 'fact', 'iphone', 'practically', 'brand', 'new', 'couldn', '’', 't', 'even', 'tell', 'use', 'warranty', 'still', 'phone', 'ish', 'month', 'old', 'get', 'extra', 'lucky', 'one', 'get', 'since', 'battery', 'capacity', 'iphone', 'still', 'apple', 'care', 'nearly', 'whole', 'year', 'wish', 'would', 'get', 'one', 'right', 'away', 'even', 'phone', 'quality', 'alone', 'worth', 'everyone', 'quite', 'lucky', 'i', '’', 'm', 'sure', 'you', '’', 'll', 'receive', 'phone', 'well', 'worth', '“', 'premium', '”', 'renew', 'name']",positive,positive,positive,positive,positive
"['everything', 'perfect', 'battery', 'life', 'wasn', '’', 't', 'scratch', 'cent', 'brand', 'new', 'phone']",positive,positive,positive,positive,positive
"['ok', 'quality', 'product', 'great', 'phone', 'great', 'condition', 'could', 'happier', 'problem', 'pay', 'one', 'belong', 'att', 'carrier', 'take', 'att', 'get', 'activate', 'tell', 'lock', 'another', 'carrier', 'run', 'around', 'try', 'get', 'unlocked', 'find', 'get', 'send', 'mobile', 'one', 'end', 'get', 'unlocked', 'thru', 'independent', 'business', 'att', 'wouldnt', 'help', 'apple', 'store', 'really', 'would', 'help', 'would', 'send', 'right', 'phone', 'start', 'would', 'absolutely', 'issue', 'purchase', 'see', 'somewhat', 'common', 'issue']",neutral,negative,neutral,negative,positive
"['video', 'showcase', 'product', 'seth', 'video', 'guide', 'product', 'setupthe', 'video', 'compare', 'multiple', 'productsthe', 'video', 'show', 'product', 'unpackedvideo', 'player', 'loadingclick', 'play', 'videoplaymutecurrent', 'time', 'duration', 'load', 'stream', 'type', 'liveseek', 'live', 'currently', 'behind', 'liveliveremaining', 'time', 'playback', 'ratechapterschaptersdescriptionsdescriptions', 'selectedcaptionscaptions', 'selectedenglishaudio', 'trackdefault', 'selectedfullscreenthis', 'modal', 'window', 'bonfire', 'paradise', 'excellent', 'phone', 'high', 'recommend', 'phone', 'blue', 'iphone', 'networkstore', 'buy', 'son', 'phone', 'buyer', 'week', 'video', 'happy', 'phone', 'networkstore', 'recommend']",positive,negative,positive,positive,positive
"['first', 'one', 'order', 'huge', 'headache', 'three', 'hour', 'phone', 'store', 'try', 'activate', 'find', 'blacklist', 'previous', 'owner', 'report', 'steal', 'make', 'sad', 'christmas', 'holiday', 'wait', 'another', 'one', 'i', '’', 'm', 'give', 'star', 'second', 'one', 'work', 'flawless', 'careful', 'say', 'violate', 'rule', 'i', '’', 'll', 'say', 'second', 'rd', 'party', 'seller', 'good', 'review', 'overall', 'i', '’', 'm', 'pretty', 'disappointed', 'quality', 'control', 'everyone', 'happy']",neutral,neutral,neutral,positive,positive
"['first', 'want', 'say', 'didn', '’', 't', 'previously', 'iphone', 'process', 'would', 'even', 'frustrate', 'open', 'package', 'there', '’', 's', 'charger', 'box', 'didn', '’', 't', 'previously', 'iphone', 'wouldn', '’', 't', 'able', 'charge', 'phone', 'power', 'iphone', 'battery', 'dead', 'lucky', 'already', 'iphone', 'begin', 'otherwise', 'would', '’', 've', 'screw', 'go', 'way', 'go', 'buy', 'charger', 'set', 'phone', 'also', 'kind', 'difficult', 'since', 'switch', 'physical', 'sim', 'sim', 'recommend', 'make', 'appointment', 'prior', 'internet', 'provider', 'get', 'switch', 'make', 'easy', 'process', 'say', 'ever', 'since', 'get', 'phone', 'front', 'camera', 'work', 'perfectly', 'first', 'day', 'blurry', 'i', '’', 've', 'do', 'research', 'i', '’', 've', 'do', 'thing', 'online', 'try', 'make', 'un', 'blurry', 'it', '’', 's', 'still', 'blurry', 'phone', 'hold', 'charge', 'even', 'though', 'battery', 'maximum', 'capacity', 'take', 'four', 'hour', 'reach', 'full', 'hundred', 'percent', 'charge', 'also', 'still', 'didn', '’', 't', 'get', 'charger', 'along', 'also', 'could', 'reason', 'it', '’', 's', 'take', 'long', 'charge', 'i', '’', 'm', 'really', 'sure', 'can', '’', 't', 'even', 'update', 'iphone', 'new', 'io', 'update', 'even', 'though', 'phone', 'percent', 'picture', 'show', 'first', 'attempted', 'try', 'update', 'phone', 'anyone', 'curious', 'regard', 'personal', 'opinion', 'i', '’', 'll', 'probably', 'return', 'phone', 'go', 'straight', 'apple', 'store', 'spending', 'rather', 'deal', 'hopefully', 'y', '’', 'all', 'learn', 'experience', 'go', 'way', 'spend', 'little', 'bit', 'money', 'get', 'you', '’', 're', 'actually', 'look', 'price', 'worth', 'hassle', 'opinion']",negative,negative,negative,positive,positive
"['lego', 'en', 'perfect', 'estado', 'muy', 'linda', 'el', 'color', 'está', 'como', 'nuevo', 'legó', 'con', 'conductón', 'de', 'latería']",positive,positive,positive,positive,neutral
"['nervous', 'read', 'review', 'phone', 'imperfect', 'screen', 'unlock', 'could', 'happier', 'purchase', 'far', 'truly', 'appear', 'brand', 'new', 'could', 'find', 'single', 'scratch', 'sludge', 'screen', 'body', 'phone', 'battery', 'health', 'say', 'dual', 'sim', 'phone', 'expect', 'per', 'online', 'mei', 'lookup', 'unlock', 'also', 'amazon', 'make', 'easy', 'find', 'term', 'renew', 'renewed', 'premium', 'program', 'renew', 'day', 'warranty', 'premium', 'year', 'think', 'price', 'differential', 'worth', 'long', 'warranty', 'phone', 'wish', 'little', 'thinner', 'like', 'old', 'iphone', 'se', 'exchange', 'extra', 'size', 'much', 'good', 'battery', 'significantly', 'large', 'screen', 'like', 'lavender', 'color', 'choose', 'pale', 'look', 'like', 'dirty', 'white', 'bad', 'choose', 'color', 'without', 'find', 'real', 'world', 'example', 'look', 'first', 'prepay', 'verizon', 'plan', 'bite', 'pain', 'transition', 'old', 'phone', 'physical', 'sim', 'new', 'sim', 'phone', 'get', 'do', 'verizon', 'store', 'half', 'hour', 'effort', 'get', 'help', 'phone', 'verizon', 'chat', 'useless']",positive,positive,positive,negative,neutral
"['e', 'un', 'teléfont', 'encantador', 'function', 'muy', 'bien']",positive,positive,positive,neutral,neutral
"['hard', 'set', 'day', 'i', '’', 've', 'try', 'set']",neutral,positive,neutral,negative,negative
"['come', 'time', 'phone', 'exactly', 'order', 'cent', 'scratch', 'battery', 'life', 'seem', 'hold']",positive,positive,positive,negative,positive
"['package', 'say', 'day', 'prime', 'receive', 'till', 'week', 'later', 'phone', 'great', 'condition', 'easy', 'setup', 'process', 'wish', 'sent', 'say', 'would']",positive,positive,positive,positive,positive
"['phone', 'basically', 'brand', 'new', 'battery', 'capacity', 'absolutely', 'love', 'much', 'cheap', 'one', 'apple', 'store']",positive,positive,positive,positive,positive
"['buy', 'phone', 'son', 'love', 'compare', 'old', 'iphone', 'old', 'phone', 'keep', 'die', 'screen', 'unbearable', 'crack', 'bad', 'love']",positive,positive,positive,positive,positive
"['title', 'great', 'phone', 'lack', 'insurance', 'option', 'recently', 'purchase', 'phone', 'receive', 'quickly', 'impressive', 'device', 'work', 'great', 'exceeded', 'expectation', 'term', 'performance', 'feature', 'however', 'encounter', 'significant', 'issue', 'unable', 'buy', 'insurance', 'phone', 'applegiven', 'amount', 'invest', 'lack', 'insurance', 'option', 'make', 'feel', 'uneasy', 'potential', 'damage', 'loss', 'render', 'phone', 'somewhat', 'useless', 'worry', 'risk', 'without', 'coveragewhile', 'happy', 'phone', 'wish', 'apple', 'offer', 'accessible', 'insurance', 'option', 'customer', 'you', '’', 're', 'consider', 'phone', 'sure', 'explore', 'insurance', 'option', 'make', 'purchase']",negative,negative,negative,positive,positive
"['phone', 'fine', 'still', 'pay', 'hundred', 'can', '’', 't', 'even', 'get', 'apple', 'charge', 'cord', 'go', 'knew', 'wouldn', '’', 't', 'original', 'cord', 'wouldn', '’', 't', 'want', 'anyway', 'brand', 'always', 'use', 'apple', 'charging', 'cord', 'block', 'want', 'apple', 'product', 'run', 'smoothly', 'long', 'possible', 'extremely', 'important', 'refurbish', 'product', 'couldn', '’', 't', 'even', 'include']",neutral,negative,neutral,positive,positive
"['look', 'upgrade', 'price', 'right', 'first', 'time', 'ever', 'get', 'refurbish', 'phone', 'pretty', 'much', 'like', 'new', 'phone', 'battery', 'life', 'best', 'sign', 'use', 'glad', 'get']",positive,positive,positive,positive,positive
"['look', 'brand', 'new', 'scratch', 'screen', 'back', 'sideman', 'easy', 'set', 'metro', 'customer', 'service', 'since', 'take', 'physical', 'sim', 'card', 'call', 'customer', 'care', 'active', 'flawless', 'process', 'phone', 'work', 'flawless', 'please', 'product', 'great', 'quality']",positive,positive,positive,positive,positive
"['like', 'battery', 'phone', 'clean', 'small', 'scratch', 'screen', 'nothing', 'screen', 'protector', 'can', '’', 't', 'hide', 'overall', 'good', 'quality', 'use', 'nearly', 'week', 'issue', 'far']",positive,positive,positive,positive,positive
"['tenía', 'la', 'dude', 'de', 'que', 'pudiese', 'llega', 'el', 'cellular', 'con', 'algún', 'daño', 'pero', 'ni', 'fue', 'así', 'recommend', 'demasiado', 'el', 'que', 'compare', 'teléfonts', 'de', 'amazon', 'renew', 'en', 'renovate', 'premium', 'ya', 'que', 'e', 'la', 'mejor', 'calidad', 'tiene', 'la', 'mayor', 'cetera', 'de', 'que', 'te', 'league', 'prácticamente', 'nuevo', 'legó', 'sin', 'rayon', 'ni', 'go', 'bacteria', 'al', 'side', 'una', 'de', 'la', 'mejores', 'compare', 'ya', 'e', 'prácticamente', 'la', 'meta', 'del', 'cost', 'de', 'uno', 'que', 'casi', 'goal', 'true', 'cargador', 'complete', 'e', 'el', 'original', 'pero', 'cargo', 'bien', 'es', 'functional', 'la', 'verdana', 'súper', 'encantada']",positive,neutral,positive,negative,positive
"['love', 'iphone', 'plus', 'especially', 'since', 'purple', 'alot', 'phone', 'many', 'come', 'specific', 'one', 'happy', 'purchase', 'online', 'love', 'affect', 'different', 'feature', 'come']",positive,positive,positive,positive,positive
"['phone', 'almost', 'week', 'work', 'perfectly', 'without', 'issue', 'arrive', 'look', 'brand', 'new', 'scratch', 'cent', 'flaw', 'issue', 'setup', 'transfer', 'service', 'phone', 'spectrum', 'mobile']",positive,positive,positive,positive,positive
['problem'],positive,positive,positive,positive,neutral
"['scratch', 'like', 'new', 'battery', 'health', 'problem', 'activate', 'sim', 'move', 'number', 'verizon']",positive,positive,positive,negative,positive
"['use', 'iphone', 'great', 'battery', 'hold', 'charge', 'fear', 'wouldn', '’', 't', 'able', 'accommodate', 'update', 'time', 'upgrade', 'felt', 'age', 'iphone', 'good', 'option', 'disappoint']",positive,positive,positive,positive,positive
"['need', 'upgrade', 'iphone', 'plus', 'want', 'pay', 'big', 'buck', 'new', 'phone', 'cell', 'provider', 'check', 'refurbish', 'phone', 'son', 'purchase', 'one', 'three', 'year', 'ago', 'happy', 'well', 'take', 'chance', 'phone', 'mark', 'battery', 'life', 'extremely', 'happy', 'purchase', 'would', 'afraid', 'go', 'route']",positive,positive,positive,positive,positive
"['nice', 'phone', 'scratch', 'anywhere', 'look', 'brand', 'new', 'easy', 'set']",positive,positive,positive,positive,positive
"['little', 'skeptical', 'spending', 'kind', 'money', 'phone', 'wasn', '’', 't', 'sure', 'go', 'work', 'lucky', 'take', 'chance', 'base', 'review', 'purchase', 'iphone', 'also', 'want', 'add', 'experience', 'next', 'person', 'may', 'feel', 'way', 'far', 'good', 'i', '’', 'm', 'happy', 'make', 'choice', 'consider', 'phone', 'great', 'condition', 'didn', '’', 't', 'spend', 'full', 'regular', 'price']",positive,positive,positive,positive,positive
"['buy', 'gift', 'heard', 'complaint']",positive,positive,positive,positive,neutral
"['first', 'iphone', 'always', 'android', 'till', 'get', 'phone', 'excellent', 'condition', 'really', 'look', 'like', 'new', 'one', 'still', 'good', 'battery', 'life', 'leave', 'seller', 'buy', 'helpful', 'question', 'networkstore', 'way', 'even', 'show', 'day', 'early', 'buy', 'something', 'see', 'seller', 'afraid', 'pull', 'trigger', 'disappoint', 'overall', 'great', 'phone', 'great', 'experience', 'hope', 'continue', 'love', 'phone', 'long', 'android']",positive,positive,positive,positive,positive
"['hasta', 'el', 'moment', 'function', 'perfectamente']",positive,positive,positive,neutral,neutral
"['phone', 'amaze', 'battery', 'health', 'scratch', 'anything', 'screen', 'phone', 'camera', 'order', 'gb', 'phone', 'get', 'beyond', 'happy', 'scared', 'bc', 'review', 'cant', 'believe', 'pay', 'basically', 'brand', 'new', 'iphone', 'flaw', 'whatsoever', 'ur', 'doubt', 'try']",positive,positive,positive,negative,positive
"['lego', 'tiempo', 'en', 'su', 'caput', 'hasta', 'ahora', 'dad', 'problem']",positive,neutral,positive,negative,neutral
"['drop', 'iphone', 'upgrade', 'work', 'great', 'glitch', 'glad', 'buy', 'refurbish', 'phone', 'spending', 'much', 'brand', 'new', 'one']",positive,positive,positive,positive,positive
"['perfect', 'refurbish', 'phone', 'small', 'look', 'big', 'phone', 'get', 'plus', 'pro', 'max']",positive,positive,positive,positive,positive
"['demo', 'tend', 'buenos', 'experience', 'con', 'los', 'teléfonts', 'refurbish', 'garantizados', 'por', 'amazon']",positive,positive,positive,positive,neutral
"['buy', 'mobile', 'phone', 'mobile', 'network', 'seller', 'send', 'att', 'phone', 'trouble', 'connect', 'mobile', 'network', 'first', 'fortunately', 'seller', 'quick', 'respond', 'unlock', 'phone', 'buy', 'able', 'connect', 'mobile', 'network', 'right', 'away', 'happy', 'phone', 'liken', 'condition', 'recommend', 'seller', 'quality', 'phone', 'fast', 'service']",positive,positive,positive,positive,positive
"['description', 'list', 'expect', 'near', 'new', 'phone', 'minimal', 'wear', 'get', 'phone', 'practically', 'new', 'inside', 'everything', 'work', 'expect', 'battery', 'show', 'capacity', 'isnt', 'single', 'scratch', 'either', 'glass', 'metal', 'even', 'plug', 'charge', 'previous', 'owner', 'must', 'use', 'short', 'period', 'time', 'keep', 'case', 'package', 'alright', 'include', 'charger', 'brick', 'straight', 'waste', 'amazon', 'really', 'cared', 'environment', 'would', 'either', 'include', 'real', 'apple', 'charger', 'nothing', 'say', 'could', 'care', 'less', 'included', 'charger', 'since', 'already', 'one', 'expect', 'trash', 'since', 'specify', 'would', 'compliant', 'apple', 'standard', 'review', 'renew', 'premium', 'keep', 'mind']",positive,negative,positive,positive,neutral
"['phone', 'come', 'battery', 'capacity', 'function', 'noticeable', 'wear', 'tear', 'activate', 'mobile', 'issue']",positive,positive,positive,negative,neutral
['good'],positive,positive,positive,positive,positive
"['upgraded', 'iphone', 'iphone', 'phone', 'sync', 'easy', 'take', 'phone', 'att', 'activate', 'easy', 'quick', 'renew', 'premium', 'phone', 'great', 'shape', 'arrive', 'everything', 'seem', 'function', 'would', 'expect']",positive,positive,positive,positive,positive
"['lego', 'con', 'la', 'latería', 'al']",positive,neutral,positive,neutral,neutral
"['buy', 'phone', 'mom', 'since', 'old', 'iphone', 'se', 'isn', '’', 't', 'phone', 'savvy', 'decide', 'get', 'refurbish', 'iphone', 'phone', 'arrive', 'like', 'new', 'battery', 'still', 'able', 'hold', 'charge', 'scratch', 'issue', 'easy', 'connect', 'everything', 'work', 'way', 'definitely', 'smart', 'purchase', 'recommend', 'anyone', 'buy', 'premium', 'refurbish', 'ur', 'look', 'quality', 'phone', 'less']",positive,positive,positive,positive,positive
"['hesitant', 'order', 'phone', 'amazon', 'worry', 'ordered', '‘', 'acceptable', '’', 'would', 'damage', 'one', 'tiny', 'perfection', 'that', '’', 's', 'barely', 'noticeable', 'honestly', 'i', '’', 'd', 'probably', 'come', 'within', 'week', 'impressed']",positive,positive,positive,positive,positive
"['despite', 'rocky', 'start', 'phone', 'show', 'suppose', 'amazon', 'make', 'right', 'replacement', 'phone', 'exactly', 'describe', '‘', 'premium', 'refurbish', '’', 'practically', 'battery', 'life', 'work', 'look', 'like', 'new', 'great', 'price', 'son', 'finally', 'quit', 'say', '“', 'i', 'tell', 'so', '”', 'admit', 'smart', 'order', 'refurbish', 'phone', 'amazon']",positive,positive,positive,positive,positive
"['problem', 'swine', 'make', 'noise', 'slight', 'vibration', 'may', 'return']",positive,positive,positive,negative,negative
"['go', 'two', '“', 'reputable', 'seller', '”', 'finally', 'give', 'amazon', 'try', 'surprise', 'phone', 'perfect', 'battery', 'life', 'excellent', 'single', 'scratch', 'get', 'overnight', 'yeah', 'i', '’', 'll', 'definitely', 'back', 'it', '’', 's', 'time', 'upgrade']",positive,positive,positive,positive,positive
"['return', 'progress']",neutral,negative,neutral,positive,neutral
"['iphone', 'come', 'overnight', 'great', 'quality', 'great', 'cheap', 'option', 'newbie', 'iphone', 'come', 'perfect', 'condition', 'long', 'battery', 'life', 'overall', 'phone']",positive,positive,positive,positive,positive
"['buy', 'phone', 'come', 'suppose', 'soon', 'try', 'activate', 'phone', 'mei', 'fail', 'multiple', 'carrier', 'try', 'type', 'nothing', 'appear', 'mean', 'phone', 'mark', 'steal', 'mei', 'hamper', '“', 'premium', '”', 'wasn', '’', 't', 'even', 'live', 'standard']",negative,negative,negative,negative,negative
"['buy', 'refer', 'phone', 'amazon', 'different', 'seller', 'little', 'disappointed', 'one', 'sell', 'amazon', 'renew', 'amazon', 'premium', 'worth', 'money', 'intent', 'purpose', 'appear', 'brand', 'new', 'battery', 'health', 'case', 'screen', 'immaculate', 'impress', 'pleased']",positive,positive,positive,positive,positive
"['time', 'update', 'iphone', 'perfect', 'price', 'good', 'knew', 'could', 'rely', 'amazon', 'make', 'right', 'problem', 'arrive', 'time', 'absolutely', 'perfect', 'condition', 'within', 'minute', 'use', 'can', 'not', 'beat', 'apple', 'always', 'dependable', 'combine', 'amazon', 'purchase', 'power', 'combo']",positive,positive,positive,positive,positive
"['look', 'review', 'iffy', 'nervous', 'get', 'renew', 'iphone', 'happy', 'quality', 'especially', 'price', 'i', '’', 've', 'couple', 'day', 'haven', '’', 't', 'problem', 'far', 'super', 'easy', 'connect', 'carrier', 'battery', 'capacity', 'come', 'scratch', 'screen', 'they', '’', 're', 'small', 'really', 'focus', 'see', 'think', 'make', 'good', 'choice', 'far']",positive,positive,positive,positive,positive
"['refurbish', 'certify', 'iphone', 'great', 'except', 'one', 'fatal', 'flaw', 'phone', 'speaker', 'microphone', 'defective', 'set', 'apple', 'store', 'appointment', 'get', 'repair', 'amazon', 'team', 'responsible', 'ensure', 'phone', 'work', 'proper', 'job', 'run', 'diagnostics', 'speaker', 'issue', 'would', 'apparent', 'terrible', 'work']",negative,negative,negative,negative,neutral
"['absolutely', 'amazing', 'condition', 'battery', 'health', 'say', 'couldn', '’', 't', 'happier']",positive,positive,positive,positive,positive
"['recommend', 'love', 'new', 'phone']",positive,positive,positive,positive,positive
"['phone', 'come', 'fast', 'overnight', 'shipping', 'come', 'nice', 'package', 'charger', 'charger', 'brick', 'i', '’', 've', 'use', 'phone', 'month', 'still', 'can', '’', 't', 'find', 'anything', 'show', 'it', '’', 's', 'refurbish', 'screen', 'excellent', 'condition', 'scratch', 'body', 'phone', 'it', '’', 's', 'great', 'value']",positive,positive,positive,positive,positive
"['save', 'buying', 'renew', 'get', 'pretty', 'much', 'brand', 'new', 'iphone', 'catch', 'go', 'customer', 'service', 'representative', 'carrier', 'get', 'transfer', 'another', 'phone', 'available', 'besides', 'one', 'you', '’', 're', 'try', 'transfer', 'deactivate', 'old', 'phone', 'try', 'activate', 'new', 'one', 'leave', 'two', 'deactivated', 'phone', 'use', 'someone', 'else', '’', 's', 'phone', 'get', 'mine', 'activatedoverall', 'worth', 'save', 'hour', 'phone', 'call', 'tho']",positive,positive,positive,positive,positive
"['good', 'product', 'company']",positive,positive,positive,positive,positive
"['tube', 'problem', 'al', 'configurarlo', 'debí', 'sister', 'una', 'tie', 'de', 'apple', 'por', 'error', 'de', 'software']",negative,negative,negative,negative,neutral
"['estéticamente', 'tenía', 'rayon', 'en', 'los', 'border', 'la', 'bocinas', 'estaban', 'lens', 'de', 'polo', 'el', 'botón', 'de', 'silence', 'tabén', 'estate', 'todo', 'socio', 'la', 'cámara', 'ultra', 'gran', 'angular', 'estate', 'como', 'today', 'nota', 'en', 'guestón', 'de', 'la', 'latería', 'venía', 'en', 'un', 'mi', 'herman', 'pidó', 'uno', 'goal', 'pero', 'en', 'ordo', 'le', 'legó', 'totalmente', 'nuevo', 'piano', 'que', 'el', 'mío', 'podía', 'venue', 'mejor']",neutral,neutral,neutral,negative,neutral
"['great', 'phone', 'like', 'new']",positive,positive,positive,positive,positive
"['está', 'en', 'muy', 'estado', 'el', 'único', 'detalle', 'e', 'que', 'tiene', 'para', 'sim', 'únicamente', 'sim']",positive,neutral,positive,negative,neutral
"['like', 'newphone']",positive,positive,positive,positive,neutral
"['state', 'iphone', 'indeed', 'android', 'false', 'advertisement', 'definitely', 'would', 'put', 'star', 'could', 'also', 'add', 'video', 'show', 'turn', 'say', 'android', 'somehow', 'remove']",negative,negative,negative,positive,negative
[],positive,positive,positive,neutral,neutral
"['think', 'order', 'iphone', 'iphone', 'send', 'back', 'promptly', 'refuse', 'money', 'use', 'phone', 'know', 'good']",negative,negative,negative,positive,positive
"['premio', 'se', 'muy', 'bien', 'lo', 'movie', 'honduras', 'hub', 'bingen', 'problem', 'para', 'conectarlo', 'solo', 'se', 'le', 'push', 'un', 'chip', 'nuevo', 'list', 'todo', 'trabajo', 'muy', 'bien']",positive,neutral,positive,negative,neutral
"['great', 'product', 'anyone', 'especially', 'someone', 'struggle', 'technology']",positive,positive,positive,negative,positive
"['think', 'iphone', 'way', 'word']",negative,negative,negative,neutral,neutral
