review,tokenized,rating_cleaned,sentiment
Will update with pictures. Overall the phone is nice and works great. No scratches or chips. The battery life is at 88% which isn’t a huge deal for me I’m home a lot and have the time to keep it charged. The sides were very obviously painted. You can see it on the back and front glass. But other than a little bit of cosmetics and the battery life I would 100% recommend this!,"['update', 'picture', 'overall', 'phone', 'nice', 'work', 'great', 'scratch', 'chip', 'battery', 'life', 'isn', '’', 't', 'huge', 'deal', 'i', '’', 'm', 'home', 'lot', 'time', 'keep', 'charge', 'side', 'obviously', 'paint', 'see', 'back', 'front', 'glass', 'little', 'bit', 'cosmetic', 'battery', 'life', 'would', 'recommend']",4,positive
"Good i phone: works great, no scratches, battery is good, looks like new, thank you","['good', 'phone', 'work', 'great', 'scratch', 'battery', 'good', 'look', 'like', 'new', 'thank']",5,positive
"My boyfriend loves his new phone. Looked like new when he got it. He’s never bought used before and I talked him into it having had such a good experience myself with a used phone from Amazon. He’s so glad he did it, saving him over $200 from what the phone store was going to cost him. He loves the features on this phone.","['boyfriend', 'love', 'new', 'phone', 'look', 'like', 'new', 'get', 'he', '’', 's', 'never', 'buy', 'use', 'talk', 'good', 'experience', 'use', 'phone', 'amazon', 'he', '’', 's', 'glad', 'save', 'phone', 'store', 'go', 'cost', 'love', 'feature', 'phone']",5,positive
"So far so good, nocomplaints, the phone works properly and arrived quick as well as in excellent condition!","['far', 'good', 'complaint', 'phone', 'work', 'properly', 'arrive', 'quick', 'well', 'excellent', 'condition']",5,positive
screen quality  good sound quality great  value for money. ease of use,"['screen', 'quality', 'good', 'sound', 'quality', 'great', 'value', 'money', 'ease', 'use']",5,positive
"Good for the most part. However, the phone was not completely wiped. My Facebook account will not transfer. The previous owner’s account will not go away.","['good', 'part', 'however', 'phone', 'completely', 'wipe', 'facebook', 'account', 'transfer', 'previous', 'owner', '’', 's', 'account', 'go', 'away']",4,positive
Excellent! Came with 93% battery life. Pretty blue color and set up in less than 12-15 minutes in total along with the eSIM and account transfer,"['excellent', 'come', 'battery', 'life', 'pretty', 'blue', 'color', 'set', 'less', 'minute', 'total', 'along', 'sim', 'account', 'transfer']",5,positive
Got mine fast but open it today love the device no faults at all so far very clean and no scratches 10/10,"['get', 'mine', 'fast', 'open', 'today', 'love', 'device', 'fault', 'far', 'clean', 'scratch']",5,positive
WORKING FINE SO FAR,"['work', 'fine', 'far']",4,positive
"Wow, amazing quality, body looks flawless, system runs beautifully, only thing is that the battery dies really quickly, but the phone overall is amazing","['wow', 'amaze', 'quality', 'body', 'look', 'flawless', 'system', 'run', 'beautifully', 'thing', 'battery', 'die', 'really', 'quickly', 'phone', 'overall', 'amazing']",5,positive
Excelente condiciones estéticas y de bateria. Como nuevo.,"['excellent', 'condition', 'estéticas', 'de', 'bacteria', 'como', 'nuevo']",5,positive
No está mal tiene algunas imperfecciones porque es de uso pero funciona bien,"['está', 'mal', 'tiene', 'laguna', 'imperfecciones', 'torque', 'e', 'de', 'uso', 'pero', 'function', 'bien']",4,positive
"Phone arrived in non-working order. That happens from time to time. But what doesn’t always happen is quality service after such an event. No issues at all, the phone was easy to return, quick turn around on the refund.","['phone', 'arrive', 'networking', 'order', 'happens', 'time', 'time', 'doesn', '’', 't', 'always', 'happen', 'quality', 'service', 'event', 'issue', 'phone', 'easy', 'return', 'quick', 'turn', 'around', 'refund']",4,positive
I’m very pleased with the iPhone I purchased through Amazon.  It was truly unlocked.  I use prepaid service through straight talk and I was able to  simply call my phone company and have my number transferred to the phone.  Easy peasy.  And the phone looks just like it would had I went into a phone store and purchased it brand new.,"['i', '’', 'm', 'please', 'iphone', 'purchase', 'amazon', 'truly', 'unlocked', 'use', 'prepaid', 'service', 'straight', 'talk', 'able', 'simply', 'call', 'phone', 'company', 'number', 'transfer', 'phone', 'easy', 'easy', 'phone', 'look', 'like', 'would', 'go', 'phone', 'store', 'purchase', 'brand', 'new']",5,positive
"Phone came in perfect condition, no scratches. Battery life is at 89% which is still great. I love my purchase and so does my son.","['phone', 'come', 'perfect', 'condition', 'scratch', 'battery', 'life', 'still', 'great', 'love', 'purchase', 'son']",5,positive
The iPhone 14 came in excellent conditions battery health was at 88% which I consider pretty good for a phone that came out in 2022 and it was fully unlocked as advertised.,"['iphone', 'come', 'excellent', 'condition', 'battery', 'health', 'consider', 'pretty', 'good', 'phone', 'come', 'fully', 'unlocked', 'advertise']",5,positive
"Vino en excelente estado, mi novia estaba preocupada porque fué su primer compra de celular por internet, pero quedó feliz 😃","['vivo', 'en', 'excellent', 'estado', 'mi', 'nova', 'estate', 'preocupada', 'torque', 'fué', 'su', 'primer', 'camera', 'de', 'cellular', 'por', 'internet', 'pero', 'queó', 'felix']",5,positive
"Overall good purchase. Fast shipping and the phone is almost great. Got my 13 yr old her first phone and she is not the type to return anything so I'm dealing with the one issue we had... the front camera is broken and just stays pink. Sucks because she's 13 so that's the main use, but she will not send it back to wait for another. Anywho.. not the worst refurbish I've bought. All else is great.","['overall', 'good', 'purchase', 'fast', 'ship', 'phone', 'almost', 'great', 'get', 'yr', 'old', 'first', 'phone', 'type', 'return', 'anything', 'deal', 'one', 'issue', 'front', 'camera', 'broken', 'stay', 'pink', 'suck', 'main', 'use', 'send', 'back', 'wait', 'another', 'anyway', 'bad', 'refurbish', 'buy', 'else', 'great']",3,neutral
Good product,"['good', 'product']",4,positive
"I purchased this phone based on so many good reviews. The phone arrived quickly and cosmetically it is beautiful, no scratches, dings or dents. The phone is functional but battery life was 86% on arrival and a month later is down to 85%. I should have looked for a phone with a premium rating. Since I do not use my phone for gaming or internet and only occasional texting, it will probably be ok for me.","['purchase', 'phone', 'base', 'many', 'good', 'review', 'phone', 'arrive', 'quickly', 'cosmetically', 'beautiful', 'scratch', 'wing', 'cent', 'phone', 'functional', 'battery', 'life', 'arrival', 'month', 'later', 'look', 'phone', 'premium', 'rating', 'since', 'use', 'phone', 'game', 'internet', 'occasional', 'texting', 'probably', 'ok']",4,positive
The phone seems fine.  But the product description said I'd need to get a sim card from my provider and this phone uses eSim.  No sim tray in this phone.  Caused some confusion...,"['phone', 'seem', 'fine', 'product', 'description', 'say', 'would', 'need', 'get', 'sim', 'card', 'provider', 'phone', 'use', 'sim', 'sim', 'tray', 'phone', 'cause', 'confusion']",4,positive
Good condition,"['good', 'condition']",4,positive
"I though phone will have either low battery health , or scratched screen or any fault. I didn’t find any fault .","['though', 'phone', 'either', 'low', 'battery', 'health', 'scratch', 'screen', 'fault', 'didn', '’', 't', 'find', 'fault']",5,positive
"Super happy with this iPhone 14! The battery was at 100% capacity, and it was in great shape for the price!","['super', 'happy', 'iphone', 'battery', 'capacity', 'great', 'shape', 'price']",5,positive
"My phone was delivered three days early and it works great! Setup and information transfer was seamless. My new phone was ready to use in 10 minutes. This is the first time I've ever bought a phone that wasn't from a cell phone service provider, and I couldn't have been more pleased with the experience. I will definitely buy from this seller again.","['phone', 'deliver', 'three', 'day', 'early', 'work', 'great', 'setup', 'information', 'transfer', 'seamless', 'new', 'phone', 'ready', 'use', 'minute', 'first', 'time', 'ever', 'buy', 'phone', 'cell', 'phone', 'service', 'provider', 'could', 'please', 'experience', 'definitely', 'buy', 'seller']",5,positive
"phone looks brand new, not even a scratch on it,  I couldn't be happier with this purchase. highly recommend","['phone', 'look', 'brand', 'new', 'even', 'scratch', 'could', 'happier', 'purchase', 'highly', 'recommend']",5,positive
Awesome product I chose the excellent unlocked version. I had absolutely no issues connecting it. The phone itself is in brand new condition not a blemish scratch or damage of any sort I would recommend this seller to anybody.,"['awesome', 'product', 'choose', 'excellent', 'unlocked', 'version', 'absolutely', 'issue', 'connect', 'phone', 'brand', 'new', 'condition', 'bluish', 'scratch', 'damage', 'sort', 'would', 'recommend', 'seller', 'anybody']",5,positive
Been enjoying this phone since the moment I’ve gotten it battery life’s great easy to use and got used to all its features after like a week.,"['enjoy', 'phone', 'since', 'moment', 'i', '’', 've', 'gotten', 'battery', 'life', '’', 's', 'great', 'easy', 'use', 'get', 'used', 'feature', 'like', 'week']",5,positive
"I’m very impressed with the reliability of this phone, second purchase from this seller and both have been great experiences.","['i', '’', 'm', 'impressed', 'reliability', 'phone', 'second', 'purchase', 'seller', 'great', 'experience']",5,positive
Very nice quality on the phone there are a few scratches on the outside of the phone but nothing major. Battery health is ok it’s at 89% so not bad but could be better but for the price of this phone it is very good.,"['nice', 'quality', 'phone', 'scratch', 'outside', 'phone', 'nothing', 'major', 'battery', 'health', 'ok', 'it', '’', 's', 'bad', 'could', 'better', 'price', 'phone', 'good']",4,positive
Arrived in perfect condition.,"['arrive', 'perfect', 'condition']",5,positive
The phone is used but looks like brand new! I’m impressed…,"['phone', 'use', 'look', 'like', 'brand', 'new', 'i', '’', 'm', 'impressed…']",5,positive
"All of this was experienced in the span of about 24-48 hours, and due to my work, I couldn’t keep the device because of the performance issues experienced:I needed a phone quick because my last phone died. While I appreciate the quick turn around on my order and delivery, the device had issues.For starters, the refurbished one I ordered and received took a long time to set up. You couldn’t just pair it with another device to get everything transferred. If you tried this, you would see the latest update would take days to complete and the timeline never changed.I reached out to apple and they helped me get it set up, however, there were several performance issues with the device I received.Total time it took to get the phone set up: 6.5 hours.Details: Started at 4pm as soon as the device was delivered, and after seeing the update was still not completed around 9pm, I worked with Apple support to get the device finally set up around 10pm.Performance issues:The charging port was loose, so even if the device was connected to a plug in charger, it wouldn’t always charge. This also impacted connection to CarPlay when driving. The phone would be sitting in the seat beside me, plugged in, but if it moved slightly, the connection wouldn’t work and I’d have to unplug it and plug it back in. It’s not tight enough to keep a good connection.There was an issue with screen responsiveness and phantom typing. If you needed to tap or select anything closer to the edge of the screen, it wouldn’t register. At times the screen wouldn’t respond at all, or if it was face down and I picked it up, I would see it was randomly typing characters in the Home Screen search box. I would have to manually turn the screen off (side button) for it to stop.There was also an issue with the front facing camera and sensor. The camera was really fuzzy and not able to pick up anything at times. The sensor wouldn’t always correctly adjust the screen brightness over the night I had it.The physical device itself also has scratches and dents all over it. While I don’t care about cosmetic as much as the above, the phone I received was more along the lines of poor condition overall.For this seller, I think it would be a good idea to do more intensive performance testing with the phones/devices before you send them out. You should also include correct setup instructions with the devices so your customers can set them running with ease and not have to waste half a day trying to get the phone setup to work.Overall, with the issues and hassle I experienced with the device I was sent, it was more cost effective to go buy the same model in new condition for the additional $100 at a local Best Buy.","['experienced', 'span', 'hour', 'due', 'work', 'couldn', '’', 't', 'keep', 'device', 'performance', 'issue', 'experience', 'need', 'phone', 'quick', 'last', 'phone', 'die', 'appreciate', 'quick', 'turn', 'around', 'order', 'delivery', 'device', 'issuesfor', 'starter', 'refurbish', 'one', 'order', 'receive', 'take', 'long', 'time', 'set', 'couldn', '’', 't', 'pair', 'another', 'device', 'get', 'everything', 'transfer', 'tried', 'would', 'see', 'late', 'update', 'would', 'take', 'day', 'complete', 'timeline', 'never', 'change', 'reach', 'apple', 'help', 'get', 'set', 'however', 'several', 'performance', 'issue', 'device', 'receivedtotal', 'time', 'take', 'get', 'phone', 'set', 'hoursdetails', 'start', 'pm', 'soon', 'device', 'deliver', 'see', 'update', 'still', 'complete', 'around', 'pm', 'work', 'apple', 'support', 'get', 'device', 'finally', 'set', 'around', 'performance', 'issuesthe', 'charge', 'port', 'loose', 'even', 'device', 'connect', 'plug', 'charger', 'wouldn', '’', 't', 'always', 'charge', 'also', 'impacted', 'connection', 'airplay', 'drive', 'phone', 'would', 'sit', 'seat', 'beside', 'plug', 'move', 'slightly', 'connection', 'wouldn', '’', 't', 'work', 'i', '’', 'd', 'plug', 'plug', 'back', 'it', '’', 's', 'tight', 'enough', 'keep', 'good', 'connectionthere', 'issue', 'screen', 'responsiveness', 'phantom', 'type', 'need', 'tap', 'select', 'anything', 'close', 'edge', 'screen', 'wouldn', '’', 't', 'register', 'time', 'screen', 'wouldn', '’', 't', 'respond', 'face', 'pick', 'would', 'see', 'randomly', 'type', 'character', 'home', 'screen', 'search', 'box', 'would', 'manually', 'turn', 'screen', 'side', 'button', 'stopthere', 'also', 'issue', 'front', 'face', 'camera', 'sensor', 'camera', 'really', 'fuzzy', 'able', 'pick', 'anything', 'time', 'sensor', 'wouldn', '’', 't', 'always', 'correctly', 'adjust', 'screen', 'brightness', 'night', 'physical', 'device', 'also', 'scratch', 'cent', 'don', '’', 't', 'care', 'cosmetic', 'much', 'phone', 'receive', 'along', 'line', 'poor', 'condition', 'overallfor', 'seller', 'think', 'would', 'good', 'idea', 'intensive', 'performance', 'test', 'phonesdevices', 'send', 'also', 'include', 'correct', 'setup', 'instruction', 'device', 'customer', 'set', 'run', 'ease', 'waste', 'half', 'day', 'try', 'get', 'phone', 'setup', 'workoverall', 'issue', 'hassle', 'experienced', 'device', 'send', 'cost', 'effective', 'go', 'buy', 'model', 'new', 'condition', 'additional', 'local', 'best', 'buy']",2,negative
Perfect condition,"['perfect', 'condition']",5,positive
Perfect,['perfect'],5,positive
Excelente,['excellent'],5,positive
"Phone quality is great, 87 battery health but it lasts very long","['phone', 'quality', 'great', 'battery', 'health', 'last', 'long']",4,positive
No scratches or any issues from this seller . Product looked like new and zero wear and tear issues . Back was shining like new,"['scratch', 'issue', 'seller', 'product', 'look', 'like', 'new', 'zero', 'wear', 'tear', 'issue', 'back', 'shin', 'like', 'new']",5,positive
Just what I wanted,['want'],5,positive
"I think I got pretty much a brand new phone lol. Battery was at 100% health wise or whatever, everything’s perfect and all set up.","['think', 'get', 'pretty', 'much', 'brand', 'new', 'phone', 'laugh', 'loud', 'battery', 'health', 'wise', 'whatever', 'everything', '’', 's', 'perfect', 'set']",5,positive
"I love the phone, it was in great condition, but not excellent as I purchased. Minor scratches not big enough to spoil the look and the battery health is what annoyed me, 87%. It wasn’t a bad buy all around","['love', 'phone', 'great', 'condition', 'excellent', 'purchase', 'minor', 'scratch', 'big', 'enough', 'spoil', 'look', 'battery', 'health', 'annoy', 'wasn', '’', 't', 'bad', 'buy', 'around']",4,positive
"Mi hija está muy contenta, el telefono funciona muy bien 😘","['mi', 'ija', 'está', 'muy', 'content', 'el', 'telefono', 'function', 'muy', 'bien']",5,positive
phone looks great and everything transferred perfectly my only issue is the battery which is at 85 percent but other than that its good,"['phone', 'look', 'great', 'everything', 'transfer', 'perfectly', 'issue', 'battery', 'percent', 'good']",4,positive
I think the phone is amazing. The size of it isn’t exactly like the picture but I think it’s amazing charges fast but it dies a little bit quickly but that’s OK. I really like the phone overall.,"['think', 'phone', 'amaze', 'size', 'isn', '’', 't', 'exactly', 'like', 'picture', 'think', 'it', '’', 's', 'amazing', 'charge', 'fast', 'dy', 'little', 'bit', 'quickly', 'that', '’', 's', 'ok', 'really', 'like', 'phone', 'overall']",4,positive
"Screen quality excellent, touch screen good, sound quality good, battery is good, overall everything is good about this phone, there is not slot for physical SIM card in it so need to do it virtually, I'm happy with my purchase it just came today, if there will be anything else noticeable i will give review about it again","['screen', 'quality', 'excellent', 'touch', 'screen', 'good', 'sound', 'quality', 'good', 'battery', 'good', 'overall', 'everything', 'good', 'phone', 'slot', 'physical', 'sim', 'card', 'need', 'virtually', 'happy', 'purchase', 'come', 'today', 'anything', 'else', 'noticeable', 'give', 'review']",4,positive
I'm happy the received iPhone 14 is beautiful I like,"['happy', 'receive', 'iphone', 'beautiful', 'like']",5,positive
"Very pleased with this ... easy to set up, works like a charm!Thank you for an excellent transaction!!  A++++","['pleased', 'easy', 'set', 'work', 'like', 'charmthank', 'excellent', 'transaction']",5,positive
"First off, the phone is incredibly smooth to use. Everything runs without a hitch—whether it’s basic tasks or heavy apps, it’s fast and responsive. No lag at all, which makes the experience so enjoyable.Then there’s the design—it looks amazing! The sleek and stylish build feels premium in hand. It’s simple but classy, and honestly, it’s way better than I expected.The camera is another highlight. Photos and videos come out super clear, with vibrant colors and sharp details. If you love capturing moments, this phone is perfect.And let’s talk about the price—such great value for money! For what it offers, it’s an absolute steal. I honestly feel like I got more than what I paid for.All in all, this is a fantastic phone and totally worth buying. I’d recommend it to anyone in a heartbeat. Thanks, Amazon, for an awesome product!","['first', 'phone', 'incredibly', 'smooth', 'use', 'everything', 'run', 'without', 'hitch—whether', 'it', '’', 's', 'basic', 'task', 'heavy', 'apps', 'it', '’', 's', 'fast', 'responsive', 'lag', 'make', 'experience', 'enjoyablethen', 'there', '’', 's', 'design—it', 'look', 'amazing', 'sleek', 'stylish', 'build', 'feel', 'premium', 'hand', 'it', '’', 's', 'simple', 'classy', 'honestly', 'it', '’', 's', 'way', 'well', 'expectedthe', 'camera', 'another', 'highlight', 'photo', 'videos', 'come', 'super', 'clear', 'vibrant', 'color', 'sharp', 'detail', 'love', 'capture', 'moment', 'phone', 'perfect', 'let', '’', 's', 'talk', 'price—such', 'great', 'value', 'money', 'offer', 'it', '’', 's', 'absolute', 'steal', 'honestly', 'feel', 'like', 'get', 'pay', 'forall', 'fantastic', 'phone', 'totally', 'worth', 'buying', 'i', '’', 'd', 'recommend', 'anyone', 'heartbeat', 'thanks', 'amazon', 'awesome', 'product']",5,positive
Just ordered this phone and overall it is decent for the price it is a very nice phone however it does have some flaws for example there is not much many settings for the phone so you are limited on options on settings pretty much it is basic settings as well as on top of screen when you scroll down with your finger basic options so overall I found it to simple yet it is nice for price of this phone. One thing I dislike is the sound quality when your taking on the phone there's no advance options to increase volume so the volume is lower than expected compared to other phones and I already have the volume as high it can be however it does sound clear so that helps to hear what the person is saying yet it would be really nice if it did have an advanced option to increase volume one thing I did notice was the last update in 2020? Not sure if it is suppose to be like that but I tried updating and says it is up to date? So that's a little odd other than those things overall decent satisfied but you get what you pay for right?UPDATE!Phone lasted 2 months and the screen is literally coming off as shown in the pic now i have to either get it fixed which i dont find it worth it!,"['order', 'phone', 'overall', 'decent', 'price', 'nice', 'phone', 'however', 'flaws', 'example', 'much', 'many', 'setting', 'phone', 'limit', 'option', 'setting', 'pretty', 'much', 'basic', 'setting', 'well', 'top', 'screen', 'scroll', 'finger', 'basic', 'option', 'overall', 'found', 'simple', 'yet', 'nice', 'price', 'phone', 'one', 'thing', 'dislike', 'sound', 'quality', 'take', 'phone', 'there', 'advance', 'option', 'increase', 'volume', 'volume', 'lower', 'expect', 'compare', 'phone', 'already', 'volume', 'high', 'however', 'sound', 'clear', 'help', 'hear', 'person', 'say', 'yet', 'would', 'really', 'nice', 'advanced', 'option', 'increase', 'volume', 'one', 'thing', 'notice', 'last', 'update', 'sure', 'suppose', 'like', 'try', 'updating', 'say', 'date', 'little', 'odd', 'thing', 'overall', 'decent', 'satisfy', 'get', 'pay', 'rightupdatephone', 'last', 'month', 'screen', 'literally', 'come', 'show', 'pic', 'either', 'get', 'fix', 'dont', 'find', 'worth']",1,negative
"This is my first smartphone and I love it. It's easy to use and the color and size of the screen is great! The battery life is long! The sound quality is great! Feels great in the hand. The colors and resolution are great and the photos are great. I highly recommend this phone to anyone looking for a replacement. The screen and display are great, bright and clear. The volume is great.","['first', 'smartphone', 'love', 'easy', 'use', 'color', 'size', 'screen', 'great', 'battery', 'life', 'long', 'sound', 'quality', 'great', 'feel', 'great', 'hand', 'color', 'resolution', 'great', 'photo', 'great', 'highly', 'recommend', 'phone', 'anyone', 'look', 'replacement', 'screen', 'display', 'great', 'bright', 'clear', 'volume', 'great']",5,positive
Worst phone ever didn't have it for 3 hours and it was acting up malfunctioning and just a over all mess... Never again getting my refund asap... Phone looks nice but it's garbage 🗑️,"['worst', 'phone', 'ever', 'hour', 'act', 'malfunction', 'mess', 'never', 'get', 'refund', 'soon', 'possible', 'phone', 'look', 'nice', 'garbage']",1,negative
"The phone's screen display is excellent, with accurate color reproduction and moderate brightness, even in bright light. The screen refresh rate is very high, very smooth when sliding pages, and the picture is also very delicate when watching videos. The eye-protection mode is also very considerate, and you won't feel tired when using it for a long time.","['phone', 'screen', 'display', 'excellent', 'accurate', 'color', 'reproduction', 'moderate', 'brightness', 'even', 'bright', 'light', 'screen', 'refresh', 'rate', 'high', 'smooth', 'sliding', 'page', 'picture', 'also', 'delicate', 'watch', 'videos', 'eyeprotection', 'mode', 'also', 'considerable', 'feel', 'tire', 'use', 'long', 'time']",5,positive
"I’m an open minded person. I truly try to like a product. I really wanted to like and use this product. This phone has the slowest processor I’ve even seen. It takes forever to do anything on this phone. Dual sims don’t work right, battery charges slow WHEN it’s charging. I can go on and on but bottom line THIS PHONE IS HORRIBLE.","['i', '’', 'm', 'open', 'mind', 'person', 'truly', 'try', 'like', 'product', 'really', 'want', 'like', 'use', 'product', 'phone', 'slowest', 'processor', 'i', '’', 've', 'even', 'see', 'take', 'forever', 'anything', 'phone', 'dual', 'sims', 'don', '’', 't', 'work', 'right', 'battery', 'charge', 'slow', 'it', '’', 's', 'charge', 'go', 'bottom', 'line', 'phone', 'horrible']",1,negative
"This phone does what I need it to do, the camera is great, the phone runs well, the battery life is long and I can go from waking up to going to bed without having to charge it. The photos are great and overall, it feels high quality in my hands. I think I will be holding onto this phone for a long time!","['phone', 'need', 'camera', 'great', 'phone', 'run', 'well', 'battery', 'life', 'long', 'go', 'wake', 'go', 'bed', 'without', 'charge', 'photo', 'great', 'overall', 'feel', 'high', 'quality', 'hand', 'think', 'hold', 'onto', 'phone', 'long', 'time']",5,positive
My phone stopped working out of no where it says no mobile service and won’t allow me to connect to any service there’s no way of getting in contact with the seller I thought it was good until a week of use an then this. The phone is now a waste,"['phone', 'stop', 'work', 'say', 'mobile', 'service', 'win', '’', 't', 'allow', 'connect', 'service', 'there', '’', 's', 'way', 'get', 'contact', 'seller', 'think', 'good', 'week', 'use', 'phone', 'waste']",1,negative
"I bought this phone because I was in a rush and thought I was buying an IPhone 14pro max only to get it and realize it’s an android. Decided to keep it initially and use it on my Spectrum account. That is until customer care informed me that the brand can not be added to their service ( it’s a l14 Pro Max, whatever that is) All I know is it doesn’t work on y account and it also gives an option to work on AT&T or Verizon (can’t /wont connect to neither). Have been able to use it not once. Just want my money back at this point.","['buy', 'phone', 'rush', 'think', 'buy', 'iphone', 'pro', 'max', 'get', 'realize', 'it', '’', 's', 'android', 'decide', 'keep', 'initially', 'use', 'spectrum', 'account', 'customer', 'care', 'inform', 'brand', 'add', 'service', 'it', '’', 's', 'l', 'pro', 'max', 'whatever', 'know', 'doesn', '’', 't', 'work', 'account', 'also', 'give', 'option', 'work', 'att', 'verizon', 'can', '’', 't', 'wont', 'connect', 'neither', 'able', 'use', 'want', 'money', 'back', 'point']",3,neutral
"But you do get the Dynamic Island, I keep accidentally hitting the on off button while holding it. The response is sometimes slow depending what Wi-Fi your on. Can’t fit too many apps as you can see. I do like the phone because I can’t afford an iPhone 14 Pro right now.","['get', 'dynamic', 'island', 'keep', 'accidentally', 'hit', 'button', 'hold', 'response', 'sometimes', 'slow', 'depend', 'wifi', 'can', '’', 't', 'fit', 'many', 'apps', 'see', 'like', 'phone', 'can', '’', 't', 'afford', 'iphone', 'pro', 'right']",4,positive
"The black and white filter that comes with the phone works surprisingly well! The contrast and layering are so strong that you can take very textured photos. Especially when shooting street or humanities subjects, the black and white mode can make the picture more storytelling. No need to rely on post-coloring, the straight-out effect is sensational, suitable for users who prefer a minimalist style!","['black', 'white', 'filter', 'come', 'phone', 'work', 'surprisingly', 'well', 'contrast', 'layering', 'strong', 'take', 'textured', 'photo', 'especially', 'shoot', 'street', 'humanity', 'subject', 'black', 'white', 'mode', 'make', 'picture', 'storytelling', 'need', 'rely', 'postcoloring', 'straightout', 'effect', 'sensational', 'suitable', 'user', 'prefer', 'minimalist', 'style']",5,positive
Seemed like a nice phone but it doesn’t work with all carriers and was not unlocked according to the carrier I now use.,"['seem', 'like', 'nice', 'phone', 'doesn', '’', 't', 'work', 'carrier', 'unlock', 'accord', 'carrier', 'use']",3,neutral
Nice condition,"['nice', 'condition']",4,positive
"Even though the Verizon store had negative negative statements on his phone. It works very well not bad for the price. One price of appearance it looks like an iPhone, but all the buttons are on the opposite side and the store is Google it takes a minute to learn the phone, but it gets the job done and doesn’t hurt your pocket.","['even', 'though', 'verizon', 'store', 'negative', 'negative', 'statement', 'phone', 'work', 'well', 'bad', 'price', 'one', 'price', 'appearance', 'look', 'like', 'iphone', 'button', 'opposite', 'side', 'store', 'google', 'take', 'minute', 'learn', 'phone', 'get', 'job', 'do', 'doesn', '’', 't', 'hurt', 'pocket']",3,neutral
"I am very happy with this purchase and have had no issues with the performance of the phone. I believe there is absolutely nothing else at this price point on a phone with the same performance, so the price is the biggest standout point of this phone.","['happy', 'purchase', 'issue', 'performance', 'phone', 'believe', 'absolutely', 'nothing', 'else', 'price', 'point', 'phone', 'performance', 'price', 'big', 'standout', 'point', 'phone']",5,positive
"I love this phone and the price/performance ratio is impressive. The phone is lightweight and easy to set up so you can start using it right away. The battery life is long and can easily last a full day with moderate use. The quality of workmanship is solid. The device runs well, the battery seems good, and I would definitely recommend this phone!","['love', 'phone', 'priceperformance', 'ratio', 'impressive', 'phone', 'lightweight', 'easy', 'set', 'start', 'use', 'right', 'away', 'battery', 'life', 'long', 'easily', 'last', 'full', 'day', 'moderate', 'use', 'quality', 'workmanship', 'solid', 'device', 'run', 'well', 'battery', 'seem', 'good', 'would', 'definitely', 'recommend', 'phone']",5,positive
"Performance is also surprisingly good. Apps open faster and multitasking feels smoother. I didn't experience any serious slowdowns or app crashes, which makes me very happy with the value for money compared to name brands. It's easy to install, looks great, and it would make a great gift.","['performance', 'also', 'surprisingly', 'good', 'apps', 'open', 'faster', 'multitasking', 'feel', 'smoother', 'experience', 'serious', 'slowdown', 'app', 'crash', 'make', 'happy', 'value', 'money', 'compare', 'name', 'brand', 'easy', 'install', 'look', 'great', 'would', 'make', 'great', 'gift']",5,positive
My son loves this phone,"['son', 'love', 'phone']",3,neutral
This is not an I phone please read before you purchase,"['phone', 'please', 'read', 'purchase']",3,neutral
The phone was perfect the only thing it was working very slow,"['phone', 'perfect', 'thing', 'work', 'slow']",3,neutral
Muy contento,"['muy', 'content']",4,positive
"The phone looks nice, but very slow. Language in Chinese. Not good at all for the US","['phone', 'look', 'nice', 'slow', 'language', 'chinese', 'good', 'u']",2,negative
Couldn’t get it to work so I’m sending it back,"['couldn', '’', 't', 'get', 'work', 'i', '’', 'm', 'sending', 'back']",2,negative
"With a large memory on your phone, you can load any shopping APP, compare prices, grab coupons, and don't leave a single one behind.","['large', 'memory', 'phone', 'load', 'shopping', 'app', 'compare', 'price', 'grab', 'coupon', 'leave', 'single', 'one', 'behind']",5,positive
Not fast was a waste of my money,"['fast', 'waste', 'money']",2,negative
"For a first phone, this phone is a perfect size. It has all the same features as other smartphones and has a great battery life. It is very cost-effective. I recommend this phone to those who need it","['first', 'phone', 'phone', 'perfect', 'size', 'feature', 'smartphones', 'great', 'battery', 'life', 'costeffective', 'recommend', 'phone', 'need']",5,positive
It was a little slow,"['little', 'slow']",2,negative
It's a great phone and a big upgrade from my previous phone. The transfer from my old phone to this one was quick and easy. This is exactly what I want. It's very simple to use.,"['great', 'phone', 'big', 'upgrade', 'previous', 'phone', 'transfer', 'old', 'phone', 'one', 'quick', 'easy', 'exactly', 'want', 'simple', 'use']",5,positive
The phone competes with some big brands in some ways. The graphics are very good. It's loud. The touch is very smooth and easy to use. It's a pretty good phone,"['phone', 'competes', 'big', 'brand', 'way', 'graphic', 'good', 'loud', 'touch', 'smooth', 'easy', 'use', 'pretty', 'good', 'phone']",5,positive
"It's a good phone for the price. For every other aspect and everyday use, this phone is great. I definitely recommend this phone","['good', 'phone', 'price', 'every', 'aspect', 'everyday', 'use', 'phone', 'great', 'definitely', 'recommend', 'phone']",5,positive
"It's an excellent smartphone that stands out in a device-crowded market. It features a compact and premium design that is both stylish and easy to operate. So far, everything is working fine","['excellent', 'smartphone', 'stand', 'devicecrowded', 'market', 'feature', 'compact', 'premium', 'design', 'stylish', 'easy', 'operate', 'far', 'everything', 'work', 'fine']",5,positive
