tokenized,topic
"['little', 'hesitant', 'purchasing', 'arrived', 'looked', 'brand', 'new', 'minimum', 'scratch', 'bottom', 'left', 'side', 'barely', 'noticeable', 'battery', 'life', 'neat', 'speaker', 'worked', 'perfectly', 'overall', 'worth', 'price', 'look', 'felt', 'amazing']",1
"['definitely', 'worth', 'saving', 'questionable', 'first', 'good', 'condition', 'battery', 'life', 'remaining', 'shipped', 'fast', 'thing', 'like', 'come', 'box']",2
"['overall', 'review', 'super', 'easy', 'affordable', 'quick', 'solution', 'buying', 'pinch', 'ordered', 'product', 'thursday', 'delivered', 'door', 'friday', 'lunch', 'product', 'came', 'normal', 'amazon', 'box', 'packing', 'paper', 'insure', 'safe', 'travel', 'amazing', 'condition', 'work', 'great', 'infact', 'condition', 'scratch', 'dent', 'came', 'prepackaged', 'amazon', 'official', 'renewal', 'packaging', 'even', 'wrapped', 'plastic', 'film', 'protect', 'touch', 'screen', 'work', 'great', 'camera', 'scratch', 'picture', 'quality', 'speaker', 'work', 'great', 'loud', 'compared', 'previous', 'even', 'came', 'come', 'charged', 'charge', 'product', 'date', 'play', 'around', 'set']",3
"['bought', 'seems', 'brand', 'new', 'mark', 'whatsoever', 'front', 'back', 'side', 'battery', 'capacity', 'unfortunately', 'warranty', 'coverage', 'already', 'expired', 'expect', 'price', 'paid', 'advertised', 'part', 'deal', 'nothing', 'complain', 'confess', 'little', 'uncomfortable', 'gamble', 'buying', 'renewed', 'time', 'working', 'like', 'charm', 'using', 'hometown', 'buenos', 'aire', 'argentina', 'coverage', 'fast', 'downloads', 'battery', 'day', 'heavy', 'use', 'still', 'least', 'remaining', 'finally', 'replaced', 'old', 'happy', 'purchase', 'completely', 'recommend', 'buying']",2
"['satisfied', 'purchase', 'battery', 'life', 'bought', 'son', 'wanted', 'something', 'new', 'first', 'love', 'little', 'tiny', 'scratch', 'screen', 'nothing', 'major', 'use', 'tempered', 'glass', 'electronics', 'see', 'anything', 'highly', 'recommend', 'seller']",1
"['happy', 'sent', 'took', 'long', 'deliver', 'missed', 'first', 'delivery', 'date', 'promised', 'self', 'two', 'week', 'least', 'made', 'second', 'delivery', 'date', 'delayed', 'delivery', 'forgotten', 'received', 'quality', 'product', 'weary', 'battery', 'checked', 'capacity', 'charge', 'cycle', 'count', 'tell', 'almost', 'new', 'taking', 'away', 'star', 'delay', 'delivery', 'received', 'quality', 'product', 'end']",3
"['bought', 'month', 'ago', 'august', 'love', 'really', 'good', 'battery', 'everything', 'working', 'really', 'good', 'also', 'bought', 'case', 'recommend', 'buying']",1
"['exactly', 'advertised', 'arrived', 'one', 'day', 'important', 'able', 'set', 'transfer', 'old', 'data', 'easily', 'quite', 'bit', 'bigger', 'old', 'getting', 'used', 'different', 'size', 'feature', 'screen', 'make', 'reading', 'easy', 'seems', 'like', 'getting', 'brand', 'new']",2
"['satisfies', 'need', 'however', 'came', 'without', 'charger', 'cord', 'find', 'surprisingly', 'disappointing', 'paying', 'order', 'include', 'charger', 'direction', 'also', 'glass', 'screen', 'saver', 'glue', 'well', 'seemed', 'poor', 'contacting', 'seller', 'sent', 'proper', 'charger', 'another', 'cord', 'beyond', 'expectation']",3
"['using', 'full', 'day', 'exactly', 'everything', 'description', 'said', 'clear', 'work', 'like', 'brand', 'new', 'sound', 'fantastic', 'screen', 'vibrant', 'clear', 'battery', 'last', 'really', 'long', 'happy']",0
"['reviewed', 'amazon', 'break', 'much', 'resorted', 'price', 'unbeatable', 'trust', 'done', 'bought', 'used', 'excellent', 'warranty', 'beat', 'received', 'perfect', 'even', 'scratch', 'brand', 'battery']",1
"['ordered', 'assumption', 'would', 'receive', 'second', 'hand', 'case', 'physical', 'condition', 'good', 'turned', 'right', 'finally', 'getting', 'everything', 'moved', 'greeted', 'unexpected', 'message', 'screen', 'stating', 'component', 'screen', 'message', 'persistent', 'leaving', 'badge', 'setting', 'setting', 'icon', 'definitely', 'premium', 'experience', 'say', 'least', 'ala', 'decided', 'fine', 'keep', 'get', 'past', 'notification', 'party', 'component', 'albeit', 'annoying', 'reminder', 'term', 'premium', 'purchased', 'another', 'refurbished', 'time', 'different', 'vendor', 'amazon', 'plus', 'mother', 'perfect', 'issue', 'whatsoever', 'felt', 'closer', 'premium', 'mention', 'purchase', 'premium', 'version', 'refurbished', 'forward', 'day', 'dy', 'gee', 'seems', 'like', 'constantly', 'charging', 'maybe', 'placebo', 'maybe', 'premium', 'know', 'dy', 'plug', 'getting', 'battery', 'icon', 'show', 'let', 'sit', 'knowing', 'oem', 'charger', 'brick', 'go', 'turn', 'anything', 'go', 'reset', 'maybe', 'holding', 'volume', 'unlock', 'button', 'flash', 'begin', 'turn', 'siren', 'start', 'play', 'anytime', 'hold', 'googling', 'symptom', 'come', 'across', 'something', 'talking', 'caused', 'major', 'hardware', 'failure', 'aka', 'premium', 'experience', 'turn', 'activating', 'so', 'mode', 'nice', 'disgruntled', 'decided', 'maybe', 'return', 'maybe', 'cut', 'whole', 'premium', 'experience', 'stayed', 'lane', 'mastering', 'art', 'procrastinator', 'quickly', 'shelved', 'thought', 'moved', 'need', 'pretty', 'much', 'always', 'totally', 'short', 'form', 'content', 'consumption', 'totally', 'important', 'business', 'delegation', 'get', 'sneaking', 'suspicious', 'return', 'process', 'going', 'premium', 'surprised', 'store', 'knew', 'premium', 'user', 'made', 'furnish', 'since', 'locked', 'two', 'time', 'scan', 'line', 'littered', 'throughout', 'screen', 'ahem', 'mean', 'premium', 'scan', 'premium', 'procrastination', 'skill', 'tested', 'found', 'bear', 'fault', 'began', 'return', 'process', 'ordered', 'new', 'time', 'though', 'although', 'ordered', 'premium', 'considered', 'excellent', 'hoping', 'end', 'pay', 'premium', 'refurbished', 'quirk', 'mistake', 'label', 'something', 'premium', 'jank', 'screen', 'even', 'get', 'detail', 'image', 'quality', 'subpar', 'sharp', 'dull', 'slow', 'unresponsive', 'time', 'etc', 'condition', 'good', 'assume', 'extent', 'amazon', 'inspects', 'device', 'outside', 'turning', 'turning', 'determine', 'functionality', 'premium', 'product', 'unfortunately', 'pricing']",1
"['work', 'perfectly', 'far']",0
"['came', 'quickly', 'everything', 'worked', 'super', 'easy']",0
"['happy', 'arrived', 'earlier', 'expected', 'packaged', 'nicely', 'would', 'definitely', 'recommend', 'getting', 'high', 'valued', 'amazon', 'thank']",3
"['work', 'wonderfully', 'advice', 'buy', 'lightening', 'charger', 'one', 'come', 'charge', 'slowly']",3
"['appears', 'brand', 'new', 'battery', 'health', 'tip', 'verizon', 'user', 'like', 'waste', 'hour', 'like', 'migrate', 'data', 'new', 'update', 'io', 'wifi', 'use', 'verizon', 'app', 'cellular', 'activation', 'use', 'verizon', 'website', 'work', 'new', 'activation', 'like', 'wasted', 'hour', 'website', 'customer', 'service', 'rep', 'finally', 'loaded', 'app', 'recognized', 'activated', 'easily', 'would', 'purchase']",2
"['trying', 'save', 'knickle', 'speak', 'decided', 'buy', 'wife', 'refubished', 'amazon', 'mistake', 'received', 'immediately', 'started', 'problem', 'charging', 'think', 'almost', 'day', 'got', 'plugged', 'unfortunately', 'buying', 'cheaper', 'trying', 'save', 'knickles', 'end', 'heated', 'conservation', 'finally', 'decided', 'good', 'news', 'service', 'recieved', 'tigerphones', 'prompt', 'say', 'going', 'includingreturning', 'entire', 'cost', 'quickly', 'impressed', 'company', 'bought', 'much', 'excellent', 'service', 'propt', 'attention']",3
"['perfect', 'scratch', 'like', 'new', 'extremely', 'satisfied']",2
"['ordered', 'premium', 'gift', 'arrived', 'early', 'gem', 'looked', 'brand', 'new', 'box', 'set', 'battery', 'health', 'came', 'cord', 'charging']",1
"['really', 'shocked', 'getting', 'product', 'thought', 'renewed', 'premium', 'look', 'exactly', 'like', 'new', 'everything', 'perfect', 'like', 'battery', 'camera', 'storage', 'good', 'overall', 'think', 'made', 'good', 'deal']",1
"['bought', 'used', 'son', 'xmas', 'accept', 'decided', 'upgrade', 'mine', 'always', 'hated', 'bad', 'picture', 'quality', 'activated', 'amazing', 'believe', 'brand', 'new', 'never', 'used', 'due', 'update', 'taking', 'long', 'happy', 'kept', 'work', 'perfectly', 'brand', 'new', 'shape']",1
"['great', 'condition', 'battery', 'capacity', 'far', 'see', 'issue', 'everything', 'transferred', 'old', 'new', 'one', 'work', 'well']",0
"['working', 'properly', 'small', 'detail']",1
['perfect'],1
"['got', 'u', 'cell', 'number', 'registered', 'past', 'two', 'day', 'unable', 'transfer', 'add', 'esim', 'brought', 'local', 'network', 'provider', 'today', 'unable', 'activate', 'connect', 'new', 'find', 'way', 'return', 'amazon', 'live', 'outside', 'u', 'highly', 'inconvenient', 'fear', 'may', 'happen', 'try', 'purchase', 'another', 'one', 'thinking', 'must', 'lockedupdated', 'took', 'expert', 'two', 'separate', 'day', 'confirmed', 'infact', 'unlocked', 'still', 'identify', 'prevented', 'accepting', 'new', 'sims', 'since', 'gotten', 'new', 'esims', 'attached', 'return', 'ultimately', 'still', 'left', 'edge', 'made', 'anxious', 'bit', 'longer', 'necessary', 'work', 'well']",3
"['good', 'far', 'good', 'price', 'fast', 'delivery']",0
"['pro', 'crack', 'official', 'able', 'turn', 'set', 'upcons', 'connect', 'get', 'service', 'trust', 'say', 'tried', 'loyal', 'straight', 'talk', 'customer', 'got', 'unlocked', 'immediately', 'tried', 'switch', 'current', 'service', 'esim', 'tried', 'transferring', 'nearby', 'told', 'service', 'invalid', 'transfer', 'esim', 'weird', 'worry', 'went', 'straight', 'talk', 'site', 'tried', 'setting', 'new', 'service', 'told', 'imei', 'invalid', 'called', 'straight', 'talk', 'texted', 'said', 'invalid', 'kept', 'asking', 'sure', 'hour', 'trying', 'straight', 'talk', 'decided', 'try', 'mint', 'mobile', 'entered', 'said', 'compatible', 'bought', 'plan', 'started', 'process', 'adding', 'esim', 'told', 'unable', 'activate', 'esim', 'tried', 'hour', 'troubleshooting', 'problem', 'mint', 'mobile', 'customer', 'service', 'even', 'ordered', 'replacement', 'esim', 'restarted', 'process', 'told', 'unable', 'activate', 'esim', 'tried', 'searching', 'problem', 'came', 'nothing', 'point', 'wasted', 'lot', 'time', 'trying', 'set', 'led', 'nowhere', 'getting', 'returned', 'hopefully', 'receive', 'refund', 'want', 'take', 'chance', 'go', 'review', 'stating', 'worked', 'say', 'sure', 'whether', 'prepaid', 'plan', 'issue', 'issue', 'amazon', 'issue', 'know', 'get', 'needed', 'keeping', 'review', 'star', 'although', 'return', 'giving', 'lot', 'trouble', 'everything', 'else', 'delivery', 'state', 'perfect', 'wish', 'better', 'luck', 'order']",3
"['got', 'mom', 'buying', 'different', 'renewed', 'bowed', 'screen', 'tried', 'many', 'screen', 'protector', 'none', 'would', 'fit', 'properly', 'bad', 'charging', 'port', 'amazon', 'premium', 'renewed', 'option', 'definitely', 'way', 'go', 'screen', 'flawless', 'scratch', 'anything', 'fact', 'practically', 'brand', 'new', 'even', 'tell', 'used', 'warranty', 'still', 'month', 'old', 'got', 'extra', 'lucky', 'one', 'got', 'since', 'battery', 'capacity', 'still', 'care', 'nearly', 'whole', 'year', 'wish', 'would', 'gotten', 'one', 'right', 'away', 'even', 'quality', 'alone', 'worth', 'everyone', 'quite', 'lucky', 'sure', 'receive', 'well', 'worth', 'premium', 'renewed', 'name']",1
"['everything', 'perfect', 'battery', 'life', 'scratch', 'dent', 'brand', 'new']",1
"['ok', 'quality', 'product', 'great', 'phone', 'great', 'condition', 'could', 'happier', 'problem', 'paid', 'one', 'belong', 'carrier', 'took', 'get', 'activated', 'told', 'locked', 'another', 'carrier', 'running', 'around', 'trying', 'get', 'unlocked', 'find', 'got', 'sent', 'tmobile', 'one', 'ended', 'get', 'unlocked', 'thru', 'independent', 'business', 'wouldnt', 'help', 'store', 'really', 'would', 'help', 'wouldve', 'sent', 'right', 'phone', 'start', 'would', 'absolutely', 'issue', 'purchase', 'see', 'somewhat', 'common', 'issue']",3
"['video', 'showcase', 'product', 'video', 'guide', 'product', 'video', 'compare', 'multiple', 'video', 'show', 'product', 'player', 'play', 'videoplaymutecurrent', 'time', 'loaded', 'stream', 'type', 'liveseek', 'live', 'currently', 'behind', 'liveliveremaining', 'time', 'ratechapterschaptersdescriptionsdescriptions', 'selectedcaptionscaptions', 'selectedenglishaudio', 'trackdefault', 'selectedfullscreenthis', 'modal', 'window', 'bonaire', 'paradise', 'excellend', 'high', 'recommanded', 'blue', 'networkstore', 'buy', 'son', 'buyed', 'week', 'kiddos', 'happy', 'networkstore', 'recommanded']",1
"['first', 'one', 'ordered', 'huge', 'headache', 'three', 'hour', 'store', 'trying', 'activate', 'find', 'blacklisted', 'previous', 'owner', 'reported', 'stolen', 'made', 'sad', 'christmas', 'holiday', 'waited', 'another', 'one', 'giving', 'star', 'second', 'one', 'work', 'flawlessly', 'careful', 'say', 'violate', 'rule', 'say', 'second', 'party', 'seller', 'good', 'review', 'overall', 'pretty', 'disappointed', 'quality', 'control', 'everyone', 'happy']",2
"['first', 'want', 'say', 'previously', 'process', 'would', 'even', 'frustrating', 'open', 'package', 'charger', 'box', 'previously', 'able', 'charge', 'powered', 'battery', 'dead', 'luckily', 'already', 'begin', 'otherwise', 'would', 'screwed', 'go', 'way', 'go', 'buy', 'charger', 'setting', 'also', 'kind', 'difficult', 'since', 'switch', 'physical', 'sim', 'recommend', 'making', 'appointment', 'prior', 'internet', 'provider', 'get', 'switch', 'make', 'easier', 'process', 'said', 'ever', 'since', 'got', 'front', 'camera', 'worked', 'perfectly', 'first', 'day', 'blurry', 'done', 'research', 'done', 'thing', 'online', 'try', 'make', 'un', 'blurry', 'still', 'blurry', 'hold', 'charge', 'even', 'though', 'battery', 'maximum', 'capacity', 'take', 'four', 'hour', 'reach', 'full', 'hundred', 'percent', 'charge', 'also', 'still', 'get', 'charger', 'along', 'also', 'could', 'reason', 'taking', 'long', 'charge', 'really', 'sure', 'even', 'update', 'newest', 'io', 'update', 'even', 'though', 'picture', 'shown', 'first', 'attempted', 'try', 'update', 'anyone', 'curious', 'regard', 'personal', 'opinion', 'probably', 'returning', 'going', 'straight', 'store', 'spending', 'rather', 'deal', 'hopefully', 'learn', 'experience', 'go', 'way', 'spend', 'little', 'bit', 'money', 'get', 'actually', 'looking', 'price', 'worth', 'hassle', 'opinion']",2
"['nervous', 'reading', 'review', 'phone', 'imperfect', 'screen', 'unlocked', 'could', 'happier', 'purchase', 'far', 'truly', 'appears', 'brand', 'new', 'could', 'find', 'single', 'scratch', 'smudge', 'screen', 'body', 'battery', 'health', 'say', 'dual', 'esim', 'expected', 'per', 'online', 'imei', 'lookup', 'unlocked', 'also', 'amazon', 'make', 'easy', 'find', 'term', 'renewed', 'renewed', 'premium', 'program', 'renewed', 'warranty', 'premium', 'year', 'think', 'price', 'differential', 'worth', 'longer', 'warranty', 'wish', 'little', 'thinner', 'like', 'old', 'se', 'exchange', 'extra', 'size', 'much', 'better', 'battery', 'significantly', 'larger', 'screen', 'like', 'lavender', 'color', 'chose', 'pale', 'look', 'like', 'dirty', 'white', 'bad', 'choosing', 'color', 'without', 'finding', 'real', 'world', 'example', 'look', 'prepaid', 'verizon', 'plan', 'bit', 'pain', 'transition', 'old', 'physical', 'sim', 'new', 'esim', 'got', 'done', 'verizon', 'store', 'half', 'hour', 'effort', 'get', 'help', 'verizon', 'chat', 'useless']",2
"['hard', 'set', 'day', 'tryied', 'set']",0
"['came', 'time', 'exactly', 'ordered', 'dent', 'scratch', 'battery', 'life', 'seems', 'holding']",1
"['package', 'said', 'day', 'prime', 'receive', 'till', 'week', 'later', 'great', 'condition', 'easy', 'setup', 'process', 'wish', 'sent', 'said', 'would']",3
"['basically', 'brand', 'new', 'battery', 'capacity', 'absolutely', 'love', 'much', 'cheaper', 'one', 'store']",1
"['bought', 'son', 'loved', 'compared', 'old', 'old', 'keep', 'dying', 'screen', 'unbearable', 'cracked', 'bad', 'loved']",3
"['title', 'great', 'lacking', 'insurance', 'optionsi', 'recently', 'purchased', 'received', 'quickly', 'impressive', 'work', 'great', 'exceeded', 'expectation', 'term', 'performance', 'feature', 'however', 'encountered', 'significant', 'issue', 'unable', 'buy', 'insurance', 'amount', 'invested', 'lack', 'insurance', 'option', 'make', 'feel', 'uneasy', 'potential', 'damage', 'loss', 'rendered', 'somewhat', 'useless', 'worry', 'risk', 'without', 'happy', 'wish', 'offered', 'accessible', 'insurance', 'option', 'customer', 'considering', 'sure', 'explore', 'insurance', 'option', 'making', 'purchase']",0
"['fine', 'still', 'pay', 'hundred', 'even', 'get', 'charging', 'cord', 'go', 'knew', 'original', 'cord', 'want', 'anyway', 'brand', 'always', 'use', 'charging', 'cord', 'block', 'want', 'product', 'run', 'smoothly', 'long', 'possible', 'extremely', 'important', 'refurbished', 'product', 'even', 'include']",2
"['looking', 'upgrade', 'price', 'right', 'first', 'time', 'ever', 'getting', 'refurbished', 'pretty', 'much', 'like', 'new', 'battery', 'life', 'best', 'sign', 'used', 'glad', 'got']",1
"['look', 'brand', 'new', 'scratch', 'screen', 'back', 'sidesand', 'easy', 'set', 'metro', 'customer', 'service', 'since', 'take', 'physical', 'sim', 'card', 'call', 'customer', 'care', 'active', 'flawless', 'process', 'work', 'flawlessly', 'please', 'product', 'great', 'quality']",3
"['like', 'battery', 'clean', 'small', 'scratch', 'screen', 'nothing', 'screen', 'protector', 'hide', 'overall', 'good', 'quality', 'using', 'nearly', 'week', 'issue', 'far']",1
"['love', 'plus', 'especially', 'since', 'purple', 'alot', 'iphones', 'many', 'come', 'specific', 'one', 'happy', 'purchase', 'online', 'love', 'affect', 'different', 'feature', 'come']",3
"['almost', 'week', 'work', 'perfectly', 'without', 'issue', 'arrived', 'looking', 'brand', 'new', 'scratch', 'dent', 'flaw', 'issue', 'setup', 'transferring', 'service', 'spectrum', 'mobile']",3
"['scratch', 'like', 'new', 'battery', 'health', 'problem', 'activating', 'moving', 'number', 'verizon']",2
"['using', 'great', 'battery', 'holding', 'charge', 'feared', 'able', 'accommodate', 'update', 'time', 'upgrade', 'felt', 'yge', 'good', 'option', 'disappointed']",1
"['needed', 'upgrade', 'want', 'pay', 'big', 'buck', 'new', 'cell', 'provider', 'checked', 'refurbished', 'phone', 'son', 'purchased', 'one', 'three', 'year', 'ago', 'happy', 'well', 'took', 'chance', 'mark', 'battery', 'life', 'extremely', 'happy', 'purchase', 'would', 'afraid', 'go', 'route']",2
"['nice', 'scratch', 'anywhere', 'look', 'brand', 'new', 'easy', 'set']",2
"['little', 'skeptical', 'spending', 'kind', 'money', 'sure', 'going', 'work', 'luckily', 'took', 'chance', 'based', 'review', 'purchased', 'also', 'wanted', 'add', 'experience', 'next', 'person', 'may', 'feel', 'way', 'far', 'good', 'happy', 'made', 'choice', 'considering', 'great', 'condition', 'spend', 'full', 'regular', 'price']",2
"['bought', 'gift', 'heard', 'complaint']",3
"['first', 'always', 'android', 'till', 'got', 'excellent', 'condition', 'really', 'looked', 'like', 'new', 'one', 'still', 'good', 'battery', 'life', 'left', 'seller', 'bought', 'helpful', 'question', 'networkstore', 'btw', 'even', 'showed', 'day', 'early', 'buy', 'something', 'see', 'seller', 'afraid', 'pull', 'trigger', 'wo', 'disappointed', 'overall', 'great', 'great', 'experience', 'hope', 'continue', 'love', 'long', 'android']",1
"['amazing', 'battery', 'health', 'scratch', 'anything', 'screen', 'camera', 'ordered', 'got', 'im', 'beyond', 'happy', 'scared', 'bc', 'review', 'cant', 'believe', 'paid', 'basically', 'brand', 'new', 'flaw', 'whatsoever', 'ur', 'doubt', 'try']",1
"['dropped', 'upgrade', 'work', 'great', 'glitch', 'glad', 'bought', 'refurbished', 'spending', 'much', 'brand', 'new', 'one']",1
"['perfect', 'refurbished', 'phoneits', 'small', 'looking', 'bigger', 'get', 'plus', 'pro', 'max']",2
"['bought', 'network', 'seller', 'sent', 'trouble', 'connecting', 'network', 'first', 'fortunately', 'seller', 'quick', 'respond', 'unlocked', 'bought', 'able', 'connect', 'network', 'right', 'away', 'happy', 'condition', 'recommend', 'seller', 'quality', 'fast', 'service']",3
"['description', 'listing', 'expecting', 'near', 'new', 'minimal', 'wear', 'got', 'practically', 'new', 'inside', 'everything', 'work', 'expected', 'battery', 'show', 'capacity', 'isnt', 'single', 'scratch', 'either', 'glass', 'metal', 'even', 'plug', 'charge', 'previous', 'owner', 'must', 'used', 'short', 'period', 'time', 'kept', 'case', 'package', 'alright', 'included', 'charger', 'brick', 'straight', 'amazon', 'really', 'cared', 'environment', 'would', 'either', 'include', 'real', 'charger', 'nothing', 'said', 'could', 'care', 'less', 'included', 'charger', 'since', 'already', 'one', 'expecting', 'trash', 'since', 'specified', 'would', 'compliant', 'standard', 'review', 'renewed', 'premium', 'keep', 'thar', 'mind']",2
"['came', 'battery', 'capacity', 'function', 'noticeable', 'wear', 'tear', 'activated', 'tmobile', 'issue']",1
['good'],0
"['upgraded', 'sync', 'easy', 'take', 'att', 'activate', 'easy', 'quick', 'renewed', 'premium', 'great', 'shape', 'arrived', 'everything', 'seems', 'function', 'would', 'expect']",0
"['bought', 'mom', 'since', 'old', 'se', 'savvy', 'decided', 'get', 'refurbished', 'arrived', 'like', 'new', 'battery', 'still', 'able', 'hold', 'charge', 'scratch', 'issue', 'easy', 'connect', 'everything', 'work', 'way', 'definitely', 'smart', 'purchase', 'recommend', 'anyone', 'buy', 'premium', 'refurbished', 'ur', 'looking', 'quality', 'less']",2
"['hesitant', 'order', 'amazon', 'worried', 'ordered', 'acceptable', 'would', 'damaged', 'one', 'tiny', 'imperfection', 'barely', 'noticeable', 'honestly', 'probably', 'come', 'within', 'week', 'impressed']",1
"['despite', 'rocky', 'start', 'showing', 'suppose', 'amazon', 'made', 'right', 'replacement', 'exactly', 'described', 'premium', 'refurbished', 'practically', 'battery', 'life', 'work', 'look', 'like', 'new', 'great', 'price', 'son', 'finally', 'quit', 'saying', 'told', 'admitted', 'smart', 'order', 'refurbished', 'amazon']",2
"['problem', 'swipe', 'make', 'noise', 'slight', 'vibration', 'may', 'return']",1
"['went', 'two', 'reputable', 'resellers', 'finally', 'gave', 'amazon', 'try', 'surprise', 'perfect', 'battery', 'life', 'excellent', 'single', 'scratch', 'got', 'overnight', 'yeah', 'definitely', 'back', 'time', 'upgrade']",3
"['return', 'progress']",3
"['came', 'overnight', 'great', 'quality', 'great', 'cheaper', 'option', 'came', 'perfect', 'condition', 'long', 'battery', 'life', 'overall']",0
"['bought', 'came', 'supposed', 'asoon', 'try', 'activate', 'imei', 'fails', 'multiple', 'carrier', 'tried', 'typing', 'nothing', 'appeared', 'meaning', 'marked', 'stolen', 'imei', 'tampered', 'premium', 'even', 'living', 'standard']",3
"['bought', 'referb', 'amazon', 'different', 'seller', 'little', 'disappointed', 'one', 'sold', 'amazon', 'renewed', 'amazon', 'premium', 'worth', 'money', 'intent', 'purpose', 'appears', 'brand', 'new', 'battery', 'health', 'case', 'screen', 'immaculate', 'impressed', 'pleased']",1
"['time', 'update', 'perfect', 'price', 'good', 'knew', 'could', 'rely', 'amazon', 'make', 'right', 'problem', 'arrived', 'time', 'absolutely', 'perfect', 'condition', 'within', 'minute', 'using', 'ca', 'beat', 'always', 'dependable', 'combined', 'amazon', 'purchasing', 'power', 'combo']",1
"['looking', 'review', 'iffy', 'nervous', 'getting', 'renewed', 'happy', 'quality', 'especially', 'price', 'couple', 'day', 'problem', 'far', 'super', 'easy', 'connecting', 'carrier', 'battery', 'capacity', 'came', 'scratch', 'screen', 'small', 'really', 'focus', 'see', 'think', 'made', 'good', 'choice', 'far']",0
"['refurbished', 'certified', 'great', 'except', 'one', 'fatal', 'flaw', 'speaker', 'microphone', 'defective', 'set', 'store', 'appointment', 'get', 'repaired', 'amazon', 'team', 'responsible', 'ensuring', 'phone', 'working', 'proper', 'job', 'run', 'diagnostics', 'speaker', 'issue', 'would', 'apparent', 'terrible', 'work']",0
"['absolutely', 'amazing', 'condition', 'battery', 'health', 'say', 'happier']",0
"['recommend', 'love', 'new']",2
"['came', 'fast', 'overnight', 'shipping', 'came', 'nice', 'package', 'charger', 'charger', 'brick', 'using', 'month', 'still', 'find', 'anything', 'show', 'refurbished', 'screen', 'excellent', 'condition', 'scratch', 'body', 'great', 'value']",1
"['saved', 'buying', 'renewed', 'got', 'pretty', 'much', 'brand', 'new', 'catch', 'go', 'customer', 'service', 'representative', 'carrier', 'get', 'transferred', 'another', 'available', 'besides', 'one', 'trying', 'transfer', 'deactivated', 'old', 'tried', 'activating', 'new', 'one', 'left', 'two', 'deactivated', 'phone', 'use', 'someone', 'else', 'get', 'mine', 'worth', 'saving', 'hour', 'call', 'tho']",3
"['good', 'product', 'company']",1
"['great', 'like', 'new']",2
"['like', 'newphone']",3
"['stated', 'indeed', 'android', 'false', 'advertisement', 'definitely', 'would', 'put', 'star', 'could', 'also', 'added', 'video', 'show', 'turn', 'say', 'android', 'somehow', 'removed']",2
"['thought', 'ordering', 'sent', 'back', 'promptly', 'refunded', 'money', 'use', 'know', 'good']",1
"['great', 'product', 'anyone', 'especially', 'someone', 'struggle', 'technology']",2
"['thought', 'way', 'word']",1
"['best', 'ever', 'owned']",1
"['horrible', 'cheap', 'slow', 'android', 'buy', 'junk']",1
['trash'],0
"['advertised', 'advertised', 'name', 'poor', 'performance']",1
"['stay', 'charged']",3
"['everything', 'lie']",0
[],0
"['look', 'great', 'everything', 'work', 'well', 'far', 'happy', 'hope', 'hold']",0
"['budget', 'friendly', 'camera', 'good', 'enough', 'quick', 'response', 'great', 'screen', 'issue', 'yet', 'would', 'buy', 'another', 'needed']",1
"['granddaughter', 'ju', 'love', 'make', 'great', 'little', 'game', 'machine']",1
"['worth', 'purchase']",2
"['issue', 'run', 'amazing', 'great', 'picture', 'quality', 'paid', 'run', 'great']",0
"['came', 'exactly', 'described', 'problem', 'setting', 'happy', 'purchase']",0
"['bloat', 'ware', 'uninstalled']",3
"['good', 'product', 'work', 'well']",0
['knew'],3
"['glad', 'got', 'one', 'cyber', 'monday', 'sold', 'even', 'got', 'titanium', 'yellow', 'look', 'like', 'gold', 'bar', 'honestly', 'camera', 'quality', 'sick', 'never', 'great', 'camera', 'idk', 'useful', 'opinion']",1
"['line', 'may', 'next', 'passion', 'date', 'stylish', 'processor', 'fast', 'love', 'color', 'cant', 'wait', 'try', 'phone', 'far']",0
"['android', 'even', 'compatible', 'service', 'provider']",3
"['simple', 'work', 'great']",0
"['everything', 'need', 'smart', 'affordable', 'price', 'last', 'year']",0
"['fast', 'delivery', 'nice', 'feature']",0
"['expected', 'battery', 'bad', 'quality', 'real', 'come', 'data', 'sim', 'card', 'case', 'even', 'fit']",3
"['thing', 'well']",0
"['exterior', 'design', 'featuring', 'popular', 'design', 'body', 'detailing', 'also', 'refined', 'arrangement', 'camera', 'module', 'design', 'bezel', 'look', 'premium', 'girl', 'great', 'take']",0
"['arrived', 'time', 'excellent', 'working', 'worry']",1
"['system', 'well', 'optimized', 'operation', 'smooth', 'almost', 'lag', 'phenomenon', 'interface', 'design', 'simple', 'intuitive', 'function', 'layout', 'reasonable', 'easy', 'get', 'started', 'intelligent', 'assistant', 'also', 'practical', 'able', 'quickly', 'respond', 'command', 'help', 'complete', 'variety', 'task', 'system', 'update', 'also', 'timely', 'security', 'guaranteed']",2
"['lot', 'new', 'feature', 'easy', 'use', 'camera', 'take', 'good', 'picture', 'day', 'charge', 'quickly', 'make', 'everything', 'easier', 'reliable', 'please', 'many', 'people', 'want', 'spend', 'much', 'money']",0
"['nice', 'fairly', 'simple', 'design', 'come', 'decent', 'camera', 'right', 'size', 'neither', 'exceptionally', 'large', 'small', 'run', 'well', 'load', 'apps', 'boot', 'quickly', 'quality', 'product']",1
